Capacity, Server threads, Client threads, Time taken in seconds,Throughput in MOPs
4194304,20,22,0.4207269,9.969184285578127
4194304,20,23,0.40893952,10.256538668603122
4194304,20,24,0.39598706,10.592022880747669
4194304,20,25,0.377685112,11.105293448792338
4194304,20,26,0.358130698,11.711657289987466
4194304,20,28,0.342709433,12.238659330979079
4194304,20,29,0.329397065,12.733276782535995
4194304,20,30,0.317069078,13.228360288101007
4194304,20,31,0.313667748,13.371805124191473
4194304,20,32,0.31007898,13.52656668310764
4194304,20,33,0.296517274,14.145226493617368
4194304,20,34,0.293102403,14.310029385873033
4194304,20,35,0.29997008,13.982407845475791
4194304,20,36,0.298906546,14.032158399100435
4194304,20,37,0.290142864,14.45599571940532
4194304,20,38,0.285976231,14.666617520391055
4194304,20,40,0.28158248,14.895472189889086
4194304,20,41,0.298213256,14.06478054080869
4194304,20,42,0.293690089,14.281394425945372
4194304,20,43,0.285941751,14.668386079792871
4194304,20,46,0.267957515,15.652869448352664
4194304,20,47,0.26215065,15.99959412650703
4194304,20,48,0.25545387,16.419027043904247
4194304,20,49,0.256372862,16.360171537968792
4194304,20,50,0.251029118,16.708436190259015
4194304,20,52,0.236525028,17.733024007928666
4194304,20,53,0.23945521,17.516027318845975
4194304,20,55,0.236827276,17.7103924465187
4194304,21,1,4.234082272,0.9906052198694736
4194304,21,2,2.28670792,1.8342106411211452
4194304,21,3,1.5790437069999999,2.6562304649367126
4194304,21,4,1.26739446,3.3093911425176974
4194304,21,5,1.024215755,4.095137161798492
4194304,21,6,0.891383143,4.705388511032231
4194304,21,7,0.796439066,5.266321278117716
4194304,21,8,0.697921885,6.009704080278268
4194304,21,9,0.648090331,6.471789192608708
4194304,21,10,0.599643427,6.994663513588385
4194304,21,11,0.5552869,7.553399873110639
4194304,21,12,0.519116421,8.07969817622086
4194304,21,13,0.492973569,8.508172169368374
4194304,21,14,0.464107262,9.03735912669257
4194304,21,15,0.467293072,8.975746167278936
4194304,21,16,0.454117292,9.2361688794709
4194304,21,17,0.431150516,9.728166485599196
4194304,21,18,0.420052786,9.985183147910368
4194304,21,19,0.41331653,10.14792222319296
4194304,21,21,0.376892262,11.128655116830178
4194304,21,22,0.4278048,9.804247170672232
4194304,21,23,0.405903269,10.333259966920837
4194304,21,25,0.379624214,11.048568150608011
4194304,21,26,0.389857788,10.758548704431679
4194304,21,27,0.355642153,11.793607604214454
4194304,21,28,0.378209187,11.089905121738887
4194304,21,29,0.334372377,12.543811296948133
4194304,21,30,0.327942507,12.789754028440115
4194304,21,31,0.316959121,13.23294936825623
4194304,21,32,0.310603753,13.503713202074543
4194304,21,33,0.303932907,13.800098322357707
4194304,21,34,0.297384393,14.103981576464234
4194304,21,35,0.29526402,14.205266188545423
4194304,21,37,0.293389738,14.296014675196307
4194304,21,40,0.279028803,15.031795839370746
4194304,21,41,0.274315467,15.290074766363794
